03-03-2026 14:29:35-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks background: #aaff85; color: #000; color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/3d/Torus.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/3d/Sphere.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/effects/Particle System.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/light/Directional Light.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/light/Light Probe Group.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/light/Reflection Probe.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/light/Sphere Light.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/light/Spot Light.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Button.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Canvas.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/EditBox.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Graphics.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Label.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Layout.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Mask.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/ParticleSystem2D.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/ProgressBar.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/RichText.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/ScrollView.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Slider.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Sprite.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/SpriteRenderer.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/SpriteSplash.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/TiledMap.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Toggle.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/ToggleContainer.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/VideoPlayer.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/WebView.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Widget.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/pageView.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/dependencies/textures/preintegrated-skin.pngbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/2d/ui/Canvas.prefabbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/dependencies/textures/preintegrated-skin.png@6c48abackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: start asset-db with asset: 419
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_ui/atom.plistbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-bitmap/OpenSans-Bold.fntbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-bitmap/OpenSans-BoldItalic.fntbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-bitmap/OpenSans-Italic.fntbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_ui/atom_new.plistbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-bitmap/OpenSans-Regular.fntbackground: #aaff85; color: #000;color: #000;
03-03-2026 14:29:44-debug: Start up the 'assets' database...
03-03-2026 14:29:44-debug: start asset-db with asset: 0
03-03-2026 14:29:44-debug: asset-db:worker-startup-database[internal] (8832ms)
03-03-2026 14:29:44-debug: Asset DB is ready!
03-03-2026 14:29:44-debug: init worker message success
03-03-2026 14:29:44-debug: asset-db:worker-startup-database[assets] (3071ms)
03-03-2026 14:29:45-debug: builder:worker-init (830ms)
03-03-2026 14:29:45-debug: programming:execute-script (1ms)
03-03-2026 15:58:41-debug: refresh db internal success
03-03-2026 15:58:41-debug: refresh db assets success
03-03-2026 15:58:41-debug: asset-db:worker-effect-data-processing (149ms)
03-03-2026 15:58:41-debug: asset-db:refresh-all-database (248ms)
03-03-2026 15:59:43-debug: Query all assets info in project
03-03-2026 15:59:43-debug: BuildAssetLibrary query-assets with assets 442
03-03-2026 15:59:43-debug: init custom config: keepNodeUuid: false, useCache: true
03-03-2026 15:59:43-debug: Query asset bundle start0%
03-03-2026 15:59:43-debug: // ---- build task Query asset bundle ----
03-03-2026 15:59:43-debug: Process: heapTotal 213.30MB heapUsed 194.15MB rss 229.08MB
03-03-2026 15:59:43-debug:   Number of other assets: 298
03-03-2026 15:59:43-debug:   Number of all scripts: 1
03-03-2026 15:59:43-debug:   Number of all scenes: 0
03-03-2026 15:59:43-debug: // ---- build task Query asset bundle ---- (9ms)
03-03-2026 15:59:43-debug: Process: heapTotal 213.30MB heapUsed 194.14MB rss 234.25MB
03-03-2026 15:59:43-debug: run build task Query asset bundle success in 9 ms √3%
03-03-2026 15:59:43-debug: // ---- build task Query and organize assets ----
03-03-2026 15:59:43-debug: Query and organize assets start3%
03-03-2026 15:59:43-debug: init bundle assets
03-03-2026 15:59:43-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
03-03-2026 15:59:43-debug: Number of scenes: 0
03-03-2026 15:59:43-debug: // ---- build task Query and organize assets ---- (1ms)
03-03-2026 15:59:43-debug: // ---- build task Organize scripts ----
03-03-2026 15:59:43-debug: Organize scripts start7%
03-03-2026 15:59:43-debug: Process: heapTotal 213.30MB heapUsed 194.26MB rss 234.55MB
03-03-2026 15:59:43-debug: sort script group...
03-03-2026 15:59:43-debug: run build task Query and organize assets success in 1 ms √7%
03-03-2026 15:59:43-debug: // ---- build task Organize scripts ---- (1ms)
03-03-2026 15:59:43-debug: // ---- build task Init settings and config ----
03-03-2026 15:59:43-debug: Init settings and config start10%
03-03-2026 15:59:43-debug: Process: heapTotal 213.30MB heapUsed 194.29MB rss 234.59MB
03-03-2026 15:59:43-debug: run build task Organize scripts success in 1 ms √10%
03-03-2026 15:59:43-debug: run build task Init settings and config success in 0 ms √11%
03-03-2026 15:59:43-debug: // ---- build task builder.tasks.settings.macro ----
03-03-2026 15:59:43-debug: builder.tasks.settings.macro start11%
03-03-2026 15:59:43-debug: Process: heapTotal 213.30MB heapUsed 194.31MB rss 234.86MB
03-03-2026 15:59:43-debug: builder.tasks.settings.macro does not defined in i18n
03-03-2026 15:59:43-debug: run build task builder.tasks.settings.macro success in 0 ms √11%
03-03-2026 15:59:43-debug: // ---- build task Sort some build options to settings.json ----
03-03-2026 15:59:43-debug: Sort some build options to settings.json start11%
03-03-2026 15:59:43-debug: Process: heapTotal 213.30MB heapUsed 194.33MB rss 234.86MB
03-03-2026 15:59:43-debug: // ---- build task Sort some build options to settings.json ---- (2ms)
03-03-2026 15:59:43-debug: run build task Sort some build options to settings.json success in 2 ms √12%
03-03-2026 15:59:43-debug: Process: heapTotal 213.30MB heapUsed 193.50MB rss 235.17MB
03-03-2026 15:59:43-debug: // ---- build task custom joint texture layouts ----
03-03-2026 15:59:43-debug: custom joint texture layouts start12%
03-03-2026 15:59:43-debug: // ---- build task custom joint texture layouts ---- (1ms)
03-03-2026 15:59:43-debug: // ---- build task custom joint physics ----
03-03-2026 15:59:43-debug: run build task custom joint texture layouts success in 1 ms √12%
03-03-2026 15:59:43-debug: custom joint physics start12%
03-03-2026 15:59:43-debug: Process: heapTotal 213.30MB heapUsed 193.52MB rss 235.23MB
03-03-2026 15:59:43-debug: run build task custom joint physics success in 0 ms √13%
03-03-2026 15:59:43-debug: Fill script data to settings start13%
03-03-2026 15:59:43-debug: // ---- build task Fill script data to settings ----
03-03-2026 15:59:43-debug: Process: heapTotal 213.30MB heapUsed 193.54MB rss 235.25MB
03-03-2026 15:59:43-debug: run build task Fill script data to settings success in 0 ms √13%
03-03-2026 15:59:43-debug: Fill scene data to settings start13%
03-03-2026 15:59:43-debug: // ---- build task Fill scene data to settings ----
03-03-2026 15:59:43-debug: Process: heapTotal 213.30MB heapUsed 193.56MB rss 235.28MB
03-03-2026 15:59:43-debug: run build task Fill scene data to settings success in 0 ms √14%
03-03-2026 15:59:43-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
03-03-2026 15:59:43-debug: Process: heapTotal 213.30MB heapUsed 193.57MB rss 235.97MB
03-03-2026 15:59:43-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
03-03-2026 15:59:43-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 0 ms √14%
03-03-2026 15:59:43-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
03-03-2026 15:59:43-debug: Generate md5AssetsMap from suffixMap to settings start14%
03-03-2026 15:59:43-debug: Process: heapTotal 213.30MB heapUsed 193.60MB rss 236.09MB
03-03-2026 15:59:43-debug: options.md5Cache is false.
03-03-2026 15:59:43-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 0 ms √15%
03-03-2026 15:59:50-debug: refresh db internal success
03-03-2026 15:59:51-debug: refresh db assets success
03-03-2026 15:59:51-debug: asset-db:worker-effect-data-processing (117ms)
03-03-2026 15:59:51-debug: asset-db:refresh-all-database (143ms)
03-03-2026 16:01:38-debug: refresh db internal success
03-03-2026 16:01:38-debug: refresh db assets success
03-03-2026 16:01:38-debug: asset-db:worker-effect-data-processing (83ms)
03-03-2026 16:01:38-debug: asset-db:refresh-all-database (108ms)
03-03-2026 16:01:50-debug: refresh db internal success
03-03-2026 16:01:50-debug: refresh db assets success
03-03-2026 16:01:50-debug: asset-db:worker-effect-data-processing (107ms)
03-03-2026 16:01:50-debug: asset-db:refresh-all-database (131ms)
03-03-2026 16:01:59-debug: refresh db internal success
03-03-2026 16:01:59-debug: refresh db assets success
03-03-2026 16:01:59-debug: asset-db:worker-effect-data-processing (63ms)
03-03-2026 16:01:59-debug: asset-db:refresh-all-database (84ms)
03-03-2026 16:02:21-debug: refresh db internal success
03-03-2026 16:02:21-debug: refresh db assets success
03-03-2026 16:02:21-debug: asset-db:worker-effect-data-processing (104ms)
03-03-2026 16:02:21-debug: asset-db:refresh-all-database (133ms)
03-03-2026 16:02:56-debug: refresh db internal success
03-03-2026 16:02:56-debug: refresh db assets success
03-03-2026 16:02:56-debug: asset-db:worker-effect-data-processing (105ms)
03-03-2026 16:02:56-debug: asset-db:refresh-all-database (133ms)
03-03-2026 16:03:15-debug: refresh db internal success
03-03-2026 16:03:15-debug: refresh db assets success
03-03-2026 16:03:15-debug: asset-db:worker-effect-data-processing (100ms)
03-03-2026 16:03:15-debug: asset-db:refresh-all-database (136ms)
03-03-2026 16:03:29-debug: refresh db internal success
03-03-2026 16:03:29-debug: refresh db assets success
03-03-2026 16:03:29-debug: asset-db:worker-effect-data-processing (79ms)
03-03-2026 16:03:29-debug: asset-db:refresh-all-database (97ms)
04-03-2026 09:41:52-debug: refresh db internal success
04-03-2026 09:41:52-debug: refresh db assets success
04-03-2026 09:41:52-debug: asset-db:worker-effect-data-processing (219ms)
04-03-2026 09:41:52-debug: asset-db:refresh-all-database (377ms)
04-03-2026 09:44:33-debug: refresh db internal success
04-03-2026 09:44:34-debug: refresh db assets success
04-03-2026 09:44:34-debug: asset-db:worker-effect-data-processing (131ms)
04-03-2026 09:44:34-debug: asset-db:refresh-all-database (159ms)
04-03-2026 09:46:24-debug: refresh db internal success
04-03-2026 09:46:24-debug: refresh db assets success
04-03-2026 09:46:24-debug: asset-db:worker-effect-data-processing (131ms)
04-03-2026 09:46:24-debug: asset-db:refresh-all-database (162ms)
04-03-2026 09:46:35-debug: refresh db internal success
04-03-2026 09:46:35-debug: refresh db assets success
04-03-2026 09:46:35-debug: asset-db:worker-effect-data-processing (91ms)
04-03-2026 09:46:35-debug: asset-db:refresh-all-database (124ms)
04-03-2026 09:47:16-debug: refresh db internal success
04-03-2026 09:47:16-debug: refresh db assets success
04-03-2026 09:47:16-debug: asset-db:worker-effect-data-processing (122ms)
04-03-2026 09:47:16-debug: asset-db:refresh-all-database (155ms)
04-03-2026 09:49:06-debug: refresh db internal success
04-03-2026 09:49:06-debug: refresh db assets success
04-03-2026 09:49:06-debug: asset-db:worker-effect-data-processing (141ms)
04-03-2026 09:49:06-debug: asset-db:refresh-all-database (164ms)
04-03-2026 09:49:41-debug: refresh db internal success
04-03-2026 09:49:41-debug: refresh db assets success
04-03-2026 09:49:41-debug: asset-db:worker-effect-data-processing (116ms)
04-03-2026 09:49:41-debug: asset-db:refresh-all-database (150ms)
04-03-2026 09:50:49-debug: start refresh asset from /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Artefacts...
04-03-2026 09:50:49-debug: %cImport%c: /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Artefactsbackground: #aaff85; color: #000;color: #000;
04-03-2026 09:50:49-debug: refresh asset /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets success
04-03-2026 09:50:57-debug: start refresh asset from /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Scripts...
04-03-2026 09:50:57-debug: %cImport%c: /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Scriptsbackground: #aaff85; color: #000;color: #000;
04-03-2026 09:50:57-debug: refresh asset /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets success
04-03-2026 09:51:06-debug: start refresh asset from /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Artefacts/Sprites...
04-03-2026 09:51:06-debug: %cImport%c: /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Artefacts/Spritesbackground: #aaff85; color: #000;color: #000;
04-03-2026 09:51:06-debug: refresh asset /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Artefacts success
04-03-2026 09:51:07-debug: %cImport%c: /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Artefactsbackground: #aaff85; color: #000;color: #000;
04-03-2026 09:51:20-debug: refresh db internal success
04-03-2026 09:51:20-debug: refresh db assets success
04-03-2026 09:51:20-debug: asset-db:worker-effect-data-processing (120ms)
04-03-2026 09:51:20-debug: asset-db:refresh-all-database (145ms)
04-03-2026 09:51:27-debug: start remove asset /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Artefacts...
04-03-2026 09:51:28-debug: start refresh asset from /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Artefacts...
04-03-2026 09:51:28-debug: %cDestroy%c: /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Artefactsbackground: #ffb8b8; color: #000;color: #000;
04-03-2026 09:51:28-debug: %cDestroy%c: /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Artefacts/Spritesbackground: #ffb8b8; color: #000;color: #000;
04-03-2026 09:51:28-debug: refresh asset /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets success
04-03-2026 09:51:28-debug: remove asset /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Artefacts success
04-03-2026 09:51:39-debug: refresh db internal success
04-03-2026 09:51:39-debug: refresh db assets success
04-03-2026 09:51:39-debug: asset-db:worker-effect-data-processing (114ms)
04-03-2026 09:51:39-debug: asset-db:refresh-all-database (147ms)
04-03-2026 09:51:57-debug: refresh db internal success
04-03-2026 09:51:57-debug: refresh db assets success
04-03-2026 09:51:57-debug: asset-db:worker-effect-data-processing (110ms)
04-03-2026 09:51:57-debug: asset-db:refresh-all-database (139ms)
04-03-2026 09:52:12-debug: refresh db internal success
04-03-2026 09:52:12-debug: refresh db assets success
04-03-2026 09:52:12-debug: asset-db:worker-effect-data-processing (83ms)
04-03-2026 09:52:12-debug: asset-db:refresh-all-database (107ms)
04-03-2026 09:52:14-debug: refresh db internal success
04-03-2026 09:52:14-debug: refresh db assets success
04-03-2026 09:52:14-debug: asset-db:worker-effect-data-processing (88ms)
04-03-2026 09:52:14-debug: asset-db:refresh-all-database (102ms)
04-03-2026 09:52:28-debug: refresh db internal success
04-03-2026 09:52:28-debug: refresh db assets success
04-03-2026 09:52:28-debug: asset-db:worker-effect-data-processing (71ms)
04-03-2026 09:52:28-debug: asset-db:refresh-all-database (99ms)
04-03-2026 09:52:29-debug: refresh db internal success
04-03-2026 09:52:29-debug: refresh db assets success
04-03-2026 09:52:29-debug: asset-db:worker-effect-data-processing (104ms)
04-03-2026 09:52:29-debug: asset-db:refresh-all-database (133ms)
04-03-2026 09:52:31-debug: refresh db internal success
04-03-2026 09:52:31-debug: refresh db assets success
04-03-2026 09:52:31-debug: asset-db:worker-effect-data-processing (62ms)
04-03-2026 09:52:31-debug: asset-db:refresh-all-database (88ms)
04-03-2026 09:52:37-debug: refresh db internal success
04-03-2026 09:52:37-debug: refresh db assets success
04-03-2026 09:52:37-debug: asset-db:worker-effect-data-processing (63ms)
04-03-2026 09:52:37-debug: asset-db:refresh-all-database (76ms)
04-03-2026 09:53:01-debug: refresh db internal success
04-03-2026 09:53:02-debug: refresh db assets success
04-03-2026 09:53:02-debug: asset-db:worker-effect-data-processing (84ms)
04-03-2026 09:53:02-debug: asset-db:refresh-all-database (98ms)
04-03-2026 09:54:55-debug: refresh db internal success
04-03-2026 09:54:56-debug: refresh db assets success
04-03-2026 09:54:56-debug: asset-db:worker-effect-data-processing (138ms)
04-03-2026 09:54:56-debug: asset-db:refresh-all-database (191ms)
04-03-2026 09:55:19-debug: refresh db internal success
04-03-2026 09:55:19-warn: SyntaxError: Unexpected token i in JSON at position 1    at JSON.parse (<anonymous>)    at MetaManager.read (/Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/app.asar/node_modules/@editor/asset-db/libs/meta.ccc:185:31)    at MetaManager.get (/Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/app.asar/node_modules/@editor/asset-db/libs/meta.ccc:262:18)    at AssetDB._checkAssetsStatSync (/Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/app.asar/node_modules/@editor/asset-db/libs/asset-db.ccc:593:47)    at AssetDB.refresh (/Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/app.asar/node_modules/@editor/asset-db/libs/asset-db.ccc:496:18)    at AssetDBManager._refresh (/Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/app.asar/builtin/asset-db/dist/worker/asset-db-manager.ccc:1:5085)    at runMicrotasks (<anonymous>)    at runNextTicks (internal/process/task_queues.js:58:5)    at processImmediate (internal/timers.js:434:9)    at AssetDBManager.refresh (/Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/app.asar/builtin/asset-db/dist/worker/asset-db-manager.ccc:1:4810)
04-03-2026 09:55:19-debug: %cImport%c: /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Artefactsbackground: #aaff85; color: #000;color: #000;
04-03-2026 09:55:19-debug: %cImport%c: /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Artefacts/Audiobackground: #aaff85; color: #000;color: #000;
04-03-2026 09:55:19-debug: %cImport%c: /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Artefacts/Spritesbackground: #aaff85; color: #000;color: #000;
04-03-2026 09:55:19-debug: %cImport%c: /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Artefacts/Audio/Musicbackground: #aaff85; color: #000;color: #000;
04-03-2026 09:55:19-debug: %cImport%c: /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Artefacts/Audio/SFXbackground: #aaff85; color: #000;color: #000;
04-03-2026 09:55:19-warn: SyntaxError: Unexpected token i in JSON at position 1    at JSON.parse (<anonymous>)    at MetaManager.read (/Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/app.asar/node_modules/@editor/asset-db/libs/meta.ccc:185:31)    at MetaManager.get (/Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/app.asar/node_modules/@editor/asset-db/libs/meta.ccc:262:18)    at AssetDB._checkAssetsStatSync (/Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/app.asar/node_modules/@editor/asset-db/libs/asset-db.ccc:593:47)    at AssetDB.refresh (/Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/app.asar/node_modules/@editor/asset-db/libs/asset-db.ccc:496:18)    at AssetDBManager._refresh (/Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/app.asar/builtin/asset-db/dist/worker/asset-db-manager.ccc:1:5085)    at runMicrotasks (<anonymous>)    at runNextTicks (internal/process/task_queues.js:58:5)    at processImmediate (internal/timers.js:434:9)    at AssetDBManager.refresh (/Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/app.asar/builtin/asset-db/dist/worker/asset-db-manager.ccc:1:4810)
